State,Date,Sex.Group,Age.Group,Number,Percent,Source
Florida,2013-06-01,Male,21-24,7835,NA,UCLA Records
Florida,2013-06-01,Male,25-29,13312,NA,UCLA Records
Florida,2013-06-01,Male,30-34,13703,NA,UCLA Records
Florida,2013-06-01,Male,35-39,11674,NA,UCLA Records
Florida,2013-06-01,Male,40-44,10690,NA,UCLA Records
Florida,2013-06-01,Male,45-49,9910,NA,UCLA Records
Florida,2013-06-01,Male,50-54,8870,NA,UCLA Records
Florida,2013-06-01,Male,55-59,5774,NA,UCLA Records
Florida,2013-06-01,Male,60-64,3092,NA,UCLA Records
Florida,2013-06-01,Male,65+,2662,NA,UCLA Records
Florida,2013-07-01,Female,0-20,54,NA,UCLA Records
Florida,2013-07-01,Female,21-24,544,NA,UCLA Records
Florida,2013-07-01,Female,25-29,1206,NA,UCLA Records
Florida,2013-07-01,Female,30-34,1224,NA,UCLA Records
Florida,2013-07-01,Female,35-39,1001,NA,UCLA Records
Florida,2013-07-01,Female,40-44,865,NA,UCLA Records
Florida,2013-07-01,Female,45-49,805,NA,UCLA Records
Florida,2013-07-01,Female,50-54,628,NA,UCLA Records
Florida,2013-07-01,Female,55-59,332,NA,UCLA Records
Florida,2013-07-01,Female,60-64,154,NA,UCLA Records
Florida,2013-07-01,Female,65+,100,NA,UCLA Records
Florida,2013-07-01,Male,0-20,1139,NA,UCLA Records
Florida,2013-07-01,Male,21-24,7853,NA,UCLA Records
Florida,2013-07-01,Male,25-29,13382,NA,UCLA Records
Florida,2013-07-01,Male,30-34,13743,NA,UCLA Records
Florida,2013-07-01,Male,35-39,11705,NA,UCLA Records
Florida,2013-07-01,Male,40-44,10666,NA,UCLA Records
Florida,2013-07-01,Male,45-49,9911,NA,UCLA Records
Florida,2013-07-01,Male,50-54,8891,NA,UCLA Records
Florida,2013-07-01,Male,55-59,5792,NA,UCLA Records
Florida,2013-07-01,Male,60-64,3094,NA,UCLA Records
Florida,2013-07-01,Male,65+,2669,NA,UCLA Records
Florida,2013-08-01,Female,0-20,50,NA,UCLA Records
Florida,2013-08-01,Female,21-24,538,NA,UCLA Records
Florida,2013-08-01,Female,25-29,1203,NA,UCLA Records
Florida,2013-08-01,Female,30-34,1222,NA,UCLA Records
Florida,2013-08-01,Female,35-39,1015,NA,UCLA Records
Florida,2013-08-01,Female,40-44,867,NA,UCLA Records
Florida,2013-08-01,Female,45-49,801,NA,UCLA Records
Florida,2013-08-01,Female,50-54,636,NA,UCLA Records
Florida,2013-08-01,Female,55-59,338,NA,UCLA Records
Florida,2013-08-01,Female,60-64,149,NA,UCLA Records
Florida,2013-08-01,Female,65+,107,NA,UCLA Records
Florida,2013-08-01,Male,0-20,1129,NA,UCLA Records
Florida,2013-08-01,Male,21-24,7776,NA,UCLA Records
Florida,2013-08-01,Male,25-29,13405,NA,UCLA Records
Florida,2013-08-01,Male,30-34,13760,NA,UCLA Records
Florida,2013-08-01,Male,35-39,11743,NA,UCLA Records
Florida,2013-08-01,Male,40-44,10684,NA,UCLA Records
Florida,2013-08-01,Male,45-49,9927,NA,UCLA Records
Florida,2013-08-01,Male,50-54,8948,NA,UCLA Records
Florida,2013-08-01,Male,55-59,5828,NA,UCLA Records
Florida,2013-08-01,Male,60-64,3115,NA,UCLA Records
Florida,2013-08-01,Male,65+,2691,NA,UCLA Records
Florida,2013-09-01,Female,0-20,48,NA,UCLA Records
Florida,2013-09-01,Female,21-24,510,NA,UCLA Records
Florida,2013-09-01,Female,25-29,1212,NA,UCLA Records
Florida,2013-09-01,Female,30-34,1223,NA,UCLA Records
Florida,2013-09-01,Female,35-39,1001,NA,UCLA Records
Florida,2013-09-01,Female,40-44,857,NA,UCLA Records
Florida,2013-09-01,Female,45-49,801,NA,UCLA Records
Florida,2013-09-01,Female,50-54,626,NA,UCLA Records
Florida,2013-09-01,Female,55-59,340,NA,UCLA Records
Florida,2013-09-01,Female,60-64,149,NA,UCLA Records
Florida,2013-09-01,Female,65+,109,NA,UCLA Records
Florida,2013-09-01,Male,0-20,1102,NA,UCLA Records
Florida,2013-09-01,Male,21-24,7674,NA,UCLA Records
Florida,2013-09-01,Male,25-29,13377,NA,UCLA Records
Florida,2013-09-01,Male,30-34,13745,NA,UCLA Records
Florida,2013-09-01,Male,35-39,11742,NA,UCLA Records
Florida,2013-09-01,Male,40-44,10651,NA,UCLA Records
Florida,2013-09-01,Male,45-49,9846,NA,UCLA Records
Florida,2013-09-01,Male,50-54,8953,NA,UCLA Records
Florida,2013-09-01,Male,55-59,5870,NA,UCLA Records
Florida,2013-09-01,Male,60-64,3131,NA,UCLA Records
Florida,2013-09-01,Male,65+,2727,NA,UCLA Records
Florida,2013-10-01,Female,0-20,48,NA,UCLA Records
Florida,2013-10-01,Female,21-24,508,NA,UCLA Records
Florida,2013-10-01,Female,25-29,1208,NA,UCLA Records
Florida,2013-10-01,Female,30-34,1248,NA,UCLA Records
Florida,2013-10-01,Female,35-39,1013,NA,UCLA Records
Florida,2013-10-01,Female,40-44,874,NA,UCLA Records
Florida,2013-10-01,Female,45-49,810,NA,UCLA Records
Florida,2013-10-01,Female,50-54,625,NA,UCLA Records
Florida,2013-10-01,Female,55-59,341,NA,UCLA Records
Florida,2013-10-01,Female,60-64,150,NA,UCLA Records
Florida,2013-10-01,Female,65+,106,NA,UCLA Records
Florida,2013-10-01,Male,0-20,1108,NA,UCLA Records
Florida,2013-10-01,Male,21-24,7659,NA,UCLA Records
Florida,2013-10-01,Male,25-29,13391,NA,UCLA Records
Florida,2013-10-01,Male,30-34,13741,NA,UCLA Records
Florida,2013-10-01,Male,35-39,11774,NA,UCLA Records
Florida,2013-10-01,Male,40-44,10657,NA,UCLA Records
Florida,2013-10-01,Male,45-49,9894,NA,UCLA Records
Florida,2013-10-01,Male,50-54,8961,NA,UCLA Records
Florida,2013-10-01,Male,55-59,5896,NA,UCLA Records
Florida,2013-10-01,Male,60-64,3169,NA,UCLA Records
Florida,2013-10-01,Male,65+,2742,NA,UCLA Records
Florida,2013-11-01,Female,0-20,44,NA,UCLA Records
Florida,2013-11-01,Female,21-24,508,NA,UCLA Records
Florida,2013-11-01,Female,25-29,1236,NA,UCLA Records
Florida,2013-11-01,Female,30-34,1262,NA,UCLA Records
Florida,2013-11-01,Female,35-39,1022,NA,UCLA Records
Florida,2013-11-01,Female,40-44,881,NA,UCLA Records
Florida,2013-11-01,Female,45-49,798,NA,UCLA Records
Florida,2013-11-01,Female,50-54,629,NA,UCLA Records
Florida,2013-11-01,Female,55-59,344,NA,UCLA Records
Florida,2013-11-01,Female,60-64,160,NA,UCLA Records
Florida,2013-11-01,Female,65+,106,NA,UCLA Records
Florida,2013-11-01,Male,0-20,1069,NA,UCLA Records
Florida,2013-11-01,Male,21-24,7613,NA,UCLA Records
Florida,2013-11-01,Male,25-29,13412,NA,UCLA Records
Florida,2013-11-01,Male,30-34,13777,NA,UCLA Records
Florida,2013-11-01,Male,35-39,11839,NA,UCLA Records
Florida,2013-11-01,Male,40-44,10744,NA,UCLA Records
Florida,2013-11-01,Male,45-49,9885,NA,UCLA Records
Florida,2013-11-01,Male,50-54,8987,NA,UCLA Records
Florida,2013-11-01,Male,55-59,5949,NA,UCLA Records
Florida,2013-11-01,Male,60-64,3200,NA,UCLA Records
Florida,2013-11-01,Male,65+,2749,NA,UCLA Records
Florida,2013-12-01,Female,0-20,45,NA,UCLA Records
Florida,2013-12-01,Female,21-24,504,NA,UCLA Records
Florida,2013-12-01,Female,25-29,1233,NA,UCLA Records
Florida,2013-12-01,Female,30-34,1272,NA,UCLA Records
Florida,2013-12-01,Female,35-39,1032,NA,UCLA Records
Florida,2013-12-01,Female,40-44,877,NA,UCLA Records
Florida,2013-12-01,Female,45-49,803,NA,UCLA Records
Florida,2013-12-01,Female,50-54,629,NA,UCLA Records
Florida,2013-12-01,Female,55-59,345,NA,UCLA Records
Florida,2013-12-01,Female,60-64,164,NA,UCLA Records
Florida,2013-12-01,Female,65+,106,NA,UCLA Records
Florida,2013-12-01,Male,0-20,1041,NA,UCLA Records
Florida,2013-12-01,Male,21-24,7558,NA,UCLA Records
Florida,2013-12-01,Male,25-29,13366,NA,UCLA Records
Florida,2013-12-01,Male,30-34,13746,NA,UCLA Records
Florida,2013-12-01,Male,35-39,11855,NA,UCLA Records
Florida,2013-12-01,Male,40-44,10683,NA,UCLA Records
Florida,2013-12-01,Male,45-49,9815,NA,UCLA Records
Florida,2013-12-01,Male,50-54,9034,NA,UCLA Records
Florida,2013-12-01,Male,55-59,5988,NA,UCLA Records
Florida,2013-12-01,Male,60-64,3203,NA,UCLA Records
Florida,2013-12-01,Male,65+,2779,NA,UCLA Records
Florida,2014-01-01,Female,0-20,48,NA,UCLA Records
Florida,2014-01-01,Female,21-24,485,NA,UCLA Records
Florida,2014-01-01,Female,25-29,1225,NA,UCLA Records
Florida,2014-01-01,Female,30-34,1283,NA,UCLA Records
Florida,2014-01-01,Female,35-39,1002,NA,UCLA Records
Florida,2014-01-01,Female,40-44,877,NA,UCLA Records
Florida,2014-01-01,Female,45-49,796,NA,UCLA Records
Florida,2014-01-01,Female,50-54,639,NA,UCLA Records
Florida,2014-01-01,Female,55-59,347,NA,UCLA Records
Florida,2014-01-01,Female,60-64,162,NA,UCLA Records
Florida,2014-01-01,Female,65+,106,NA,UCLA Records
Florida,2014-01-01,Male,0-20,1017,NA,UCLA Records
Florida,2014-01-01,Male,21-24,7438,NA,UCLA Records
Florida,2014-01-01,Male,25-29,13315,NA,UCLA Records
Florida,2014-01-01,Male,30-34,13658,NA,UCLA Records
Florida,2014-01-01,Male,35-39,11890,NA,UCLA Records
Florida,2014-01-01,Male,40-44,10659,NA,UCLA Records
Florida,2014-01-01,Male,45-49,9765,NA,UCLA Records
Florida,2014-01-01,Male,50-54,9022,NA,UCLA Records
Florida,2014-01-01,Male,55-59,6018,NA,UCLA Records
Florida,2014-01-01,Male,60-64,3258,NA,UCLA Records
Florida,2014-01-01,Male,65+,2804,NA,UCLA Records
Florida,2014-02-01,Female,0-20,45,NA,UCLA Records
Florida,2014-02-01,Female,21-24,472,NA,UCLA Records
Florida,2014-02-01,Female,25-29,1197,NA,UCLA Records
Florida,2014-02-01,Female,30-34,1268,NA,UCLA Records
Florida,2014-02-01,Female,35-39,998,NA,UCLA Records
Florida,2014-02-01,Female,40-44,867,NA,UCLA Records
Florida,2014-02-01,Female,45-49,788,NA,UCLA Records
Florida,2014-02-01,Female,50-54,645,NA,UCLA Records
Florida,2014-02-01,Female,55-59,346,NA,UCLA Records
Florida,2014-02-01,Female,60-64,163,NA,UCLA Records
Florida,2014-02-01,Female,65+,107,NA,UCLA Records
Florida,2014-02-01,Male,0-20,988,NA,UCLA Records
Florida,2014-02-01,Male,21-24,7359,NA,UCLA Records
Florida,2014-02-01,Male,25-29,13338,NA,UCLA Records
Florida,2014-02-01,Male,30-34,13553,NA,UCLA Records
Florida,2014-02-01,Male,35-39,11865,NA,UCLA Records
Florida,2014-02-01,Male,40-44,10602,NA,UCLA Records
Florida,2014-02-01,Male,45-49,9807,NA,UCLA Records
Florida,2014-02-01,Male,50-54,8965,NA,UCLA Records
Florida,2014-02-01,Male,55-59,6017,NA,UCLA Records
Florida,2014-02-01,Male,60-64,3302,NA,UCLA Records
Florida,2014-02-01,Male,65+,2845,NA,UCLA Records
Florida,2014-03-01,Female,0-20,46,NA,UCLA Records
Florida,2014-03-01,Female,21-24,454,NA,UCLA Records
Florida,2014-03-01,Female,25-29,1213,NA,UCLA Records
Florida,2014-03-01,Female,30-34,1268,NA,UCLA Records
Florida,2014-03-01,Female,35-39,1027,NA,UCLA Records
Florida,2014-03-01,Female,40-44,879,NA,UCLA Records
Florida,2014-03-01,Female,45-49,781,NA,UCLA Records
Florida,2014-03-01,Female,50-54,651,NA,UCLA Records
Florida,2014-03-01,Female,55-59,346,NA,UCLA Records
Florida,2014-03-01,Female,60-64,168,NA,UCLA Records
Florida,2014-03-01,Female,65+,105,NA,UCLA Records
Florida,2014-03-01,Male,0-20,976,NA,UCLA Records
Florida,2014-03-01,Male,21-24,7339,NA,UCLA Records
Florida,2014-03-01,Male,25-29,13398,NA,UCLA Records
Florida,2014-03-01,Male,30-34,13577,NA,UCLA Records
Florida,2014-03-01,Male,35-39,11907,NA,UCLA Records
Florida,2014-03-01,Male,40-44,10596,NA,UCLA Records
Florida,2014-03-01,Male,45-49,9813,NA,UCLA Records
Florida,2014-03-01,Male,50-54,9015,NA,UCLA Records
Florida,2014-03-01,Male,55-59,6049,NA,UCLA Records
Florida,2014-03-01,Male,60-64,3310,NA,UCLA Records
Florida,2014-03-01,Male,65+,2875,NA,UCLA Records
Florida,2014-04-01,Female,0-20,42,NA,UCLA Records
Florida,2014-04-01,Female,21-24,455,NA,UCLA Records
Florida,2014-04-01,Female,25-29,1223,NA,UCLA Records
Florida,2014-04-01,Female,30-34,1261,NA,UCLA Records
Florida,2014-04-01,Female,35-39,1028,NA,UCLA Records
Florida,2014-04-01,Female,40-44,890,NA,UCLA Records
Florida,2014-04-01,Female,45-49,788,NA,UCLA Records
Florida,2014-04-01,Female,50-54,649,NA,UCLA Records
Florida,2014-04-01,Female,55-59,339,NA,UCLA Records
Florida,2014-04-01,Female,60-64,166,NA,UCLA Records
Florida,2014-04-01,Female,65+,105,NA,UCLA Records
Florida,2014-04-01,Male,0-20,962,NA,UCLA Records
Florida,2014-04-01,Male,21-24,7314,NA,UCLA Records
Florida,2014-04-01,Male,25-29,13349,NA,UCLA Records
Florida,2014-04-01,Male,30-34,13643,NA,UCLA Records
Florida,2014-04-01,Male,35-39,11939,NA,UCLA Records
Florida,2014-04-01,Male,40-44,10623,NA,UCLA Records
Florida,2014-04-01,Male,45-49,9795,NA,UCLA Records
Florida,2014-04-01,Male,50-54,9011,NA,UCLA Records
Florida,2014-04-01,Male,55-59,6076,NA,UCLA Records
Florida,2014-04-01,Male,60-64,3344,NA,UCLA Records
Florida,2014-04-01,Male,65+,2908,NA,UCLA Records
Florida,2014-05-01,Female,0-20,42,NA,UCLA Records
Florida,2014-05-01,Female,21-24,454,NA,UCLA Records
Florida,2014-05-01,Female,25-29,1243,NA,UCLA Records
Florida,2014-05-01,Female,30-34,1252,NA,UCLA Records
Florida,2014-05-01,Female,35-39,1040,NA,UCLA Records
Florida,2014-05-01,Female,40-44,876,NA,UCLA Records
Florida,2014-05-01,Female,45-49,790,NA,UCLA Records
Florida,2014-05-01,Female,50-54,655,NA,UCLA Records
Florida,2014-05-01,Female,55-59,333,NA,UCLA Records
Florida,2014-05-01,Female,60-64,166,NA,UCLA Records
Florida,2014-05-01,Female,65+,109,NA,UCLA Records
Florida,2014-05-01,Male,0-20,949,NA,UCLA Records
Florida,2014-05-01,Male,21-24,7282,NA,UCLA Records
Florida,2014-05-01,Male,25-29,13392,NA,UCLA Records
Florida,2014-05-01,Male,30-34,13635,NA,UCLA Records
Florida,2014-05-01,Male,35-39,12005,NA,UCLA Records
Florida,2014-05-01,Male,40-44,10662,NA,UCLA Records
Florida,2014-05-01,Male,45-49,9775,NA,UCLA Records
Florida,2014-05-01,Male,50-54,8989,NA,UCLA Records
Florida,2014-05-01,Male,55-59,6121,NA,UCLA Records
Florida,2014-05-01,Male,60-64,3373,NA,UCLA Records
Florida,2014-05-01,Male,65+,2925,NA,UCLA Records
Florida,2014-06-01,Female,0-20,42,NA,UCLA Records
Florida,2014-06-01,Female,21-24,449,NA,UCLA Records
Florida,2014-06-01,Female,25-29,1232,NA,UCLA Records
Florida,2014-06-01,Female,30-34,1232,NA,UCLA Records
Florida,2014-06-01,Female,35-39,1053,NA,UCLA Records
Florida,2014-06-01,Female,40-44,885,NA,UCLA Records
Florida,2014-06-01,Female,45-49,763,NA,UCLA Records
Florida,2014-06-01,Female,50-54,654,NA,UCLA Records
Florida,2014-06-01,Female,55-59,349,NA,UCLA Records
Florida,2014-06-01,Female,60-64,168,NA,UCLA Records
Florida,2014-06-01,Female,65+,106,NA,UCLA Records
Florida,2014-06-01,Male,0-20,947,NA,UCLA Records
Florida,2014-06-01,Male,21-24,7200,NA,UCLA Records
Florida,2014-06-01,Male,25-29,13418,NA,UCLA Records
Florida,2014-06-01,Male,30-34,13579,NA,UCLA Records
Florida,2014-06-01,Male,35-39,12060,NA,UCLA Records
Florida,2014-06-01,Male,40-44,10610,NA,UCLA Records
Florida,2014-06-01,Male,45-49,9765,NA,UCLA Records
Florida,2014-06-01,Male,50-54,8954,NA,UCLA Records
Florida,2014-06-01,Male,55-59,6133,NA,UCLA Records
Florida,2014-06-01,Male,60-64,3377,NA,UCLA Records
Florida,2014-06-01,Male,65+,2948,NA,UCLA Records
Florida,2014-07-01,Female,0-20,38,NA,UCLA Records
Florida,2014-07-01,Female,21-24,453,NA,UCLA Records
Florida,2014-07-01,Female,25-29,1234,NA,UCLA Records
Florida,2014-07-01,Female,30-34,1253,NA,UCLA Records
Florida,2014-07-01,Female,35-39,1065,NA,UCLA Records
Florida,2014-07-01,Female,40-44,871,NA,UCLA Records
Florida,2014-07-01,Female,45-49,779,NA,UCLA Records
Florida,2014-07-01,Female,50-54,672,NA,UCLA Records
Florida,2014-07-01,Female,55-59,349,NA,UCLA Records
Florida,2014-07-01,Female,60-64,174,NA,UCLA Records
Florida,2014-07-01,Female,65+,107,NA,UCLA Records
Florida,2014-07-01,Male,0-20,970,NA,UCLA Records
Florida,2014-07-01,Male,21-24,7182,NA,UCLA Records
Florida,2014-07-01,Male,25-29,13445,NA,UCLA Records
Florida,2014-07-01,Male,30-34,13578,NA,UCLA Records
Florida,2014-07-01,Male,35-39,12134,NA,UCLA Records
Florida,2014-07-01,Male,40-44,10613,NA,UCLA Records
Florida,2014-07-01,Male,45-49,9787,NA,UCLA Records
Florida,2014-07-01,Male,50-54,8979,NA,UCLA Records
Florida,2014-07-01,Male,55-59,6182,NA,UCLA Records
Florida,2014-07-01,Male,60-64,3373,NA,UCLA Records
Florida,2014-07-01,Male,65+,2981,NA,UCLA Records
Florida,2014-08-01,Female,0-20,38,NA,UCLA Records
Florida,2014-08-01,Female,21-24,454,NA,UCLA Records
Florida,2014-08-01,Female,25-29,1231,NA,UCLA Records
Florida,2014-08-01,Female,30-34,1271,NA,UCLA Records
Florida,2014-08-01,Female,35-39,1056,NA,UCLA Records
Florida,2014-08-01,Female,40-44,877,NA,UCLA Records
Florida,2014-08-01,Female,45-49,782,NA,UCLA Records
Florida,2014-08-01,Female,50-54,687,NA,UCLA Records
Florida,2014-08-01,Female,55-59,336,NA,UCLA Records
Florida,2014-08-01,Female,60-64,181,NA,UCLA Records
Florida,2014-08-01,Female,65+,106,NA,UCLA Records
Florida,2014-08-01,Male,0-20,965,NA,UCLA Records
Florida,2014-08-01,Male,21-24,7103,NA,UCLA Records
Florida,2014-08-01,Male,25-29,13468,NA,UCLA Records
Florida,2014-08-01,Male,30-34,13526,NA,UCLA Records
Florida,2014-08-01,Male,35-39,12167,NA,UCLA Records
Florida,2014-08-01,Male,40-44,10604,NA,UCLA Records
Florida,2014-08-01,Male,45-49,9738,NA,UCLA Records
Florida,2014-08-01,Male,50-54,9004,NA,UCLA Records
Florida,2014-08-01,Male,55-59,6186,NA,UCLA Records
Florida,2014-08-01,Male,60-64,3400,NA,UCLA Records
Florida,2014-08-01,Male,65+,3004,NA,UCLA Records
Florida,2014-09-01,Female,0-20,39,NA,UCLA Records
Florida,2014-09-01,Female,21-24,441,NA,UCLA Records
Florida,2014-09-01,Female,25-29,1224,NA,UCLA Records
Florida,2014-09-01,Female,30-34,1266,NA,UCLA Records
Florida,2014-09-01,Female,35-39,1044,NA,UCLA Records
Florida,2014-09-01,Female,40-44,875,NA,UCLA Records
Florida,2014-09-01,Female,45-49,775,NA,UCLA Records
Florida,2014-09-01,Female,50-54,683,NA,UCLA Records
Florida,2014-09-01,Female,55-59,348,NA,UCLA Records
Florida,2014-09-01,Female,60-64,183,NA,UCLA Records
Florida,2014-09-01,Female,65+,111,NA,UCLA Records
Florida,2014-09-01,Male,0-20,952,NA,UCLA Records
Florida,2014-09-01,Male,21-24,7013,NA,UCLA Records
Florida,2014-09-01,Male,25-29,13498,NA,UCLA Records
Florida,2014-09-01,Male,30-34,13512,NA,UCLA Records
Florida,2014-09-01,Male,35-39,12194,NA,UCLA Records
Florida,2014-09-01,Male,40-44,10628,NA,UCLA Records
Florida,2014-09-01,Male,45-49,9702,NA,UCLA Records
Florida,2014-09-01,Male,50-54,9070,NA,UCLA Records
Florida,2014-09-01,Male,55-59,6211,NA,UCLA Records
Florida,2014-09-01,Male,60-64,3412,NA,UCLA Records
Florida,2014-09-01,Male,65+,3051,NA,UCLA Records
Florida,2014-10-01,Female,0-20,39,NA,UCLA Records
Florida,2014-10-01,Female,21-24,441,NA,UCLA Records
Florida,2014-10-01,Female,25-29,1215,NA,UCLA Records
Florida,2014-10-01,Female,30-34,1287,NA,UCLA Records
Florida,2014-10-01,Female,35-39,1054,NA,UCLA Records
Florida,2014-10-01,Female,40-44,872,NA,UCLA Records
Florida,2014-10-01,Female,45-49,771,NA,UCLA Records
Florida,2014-10-01,Female,50-54,677,NA,UCLA Records
Florida,2014-10-01,Female,55-59,355,NA,UCLA Records
Florida,2014-10-01,Female,60-64,179,NA,UCLA Records
Florida,2014-10-01,Female,65+,117,NA,UCLA Records
Florida,2014-10-01,Male,0-20,948,NA,UCLA Records
Florida,2014-10-01,Male,21-24,6973,NA,UCLA Records
Florida,2014-10-01,Male,25-29,13523,NA,UCLA Records
Florida,2014-10-01,Male,30-34,13554,NA,UCLA Records
Florida,2014-10-01,Male,35-39,12226,NA,UCLA Records
Florida,2014-10-01,Male,40-44,10617,NA,UCLA Records
Florida,2014-10-01,Male,45-49,9697,NA,UCLA Records
Florida,2014-10-01,Male,50-54,9138,NA,UCLA Records
Florida,2014-10-01,Male,55-59,6263,NA,UCLA Records
Florida,2014-10-01,Male,60-64,3449,NA,UCLA Records
Florida,2014-10-01,Male,65+,3077,NA,UCLA Records
Florida,2014-11-01,Female,0-20,37,NA,UCLA Records
Florida,2014-11-01,Female,21-24,438,NA,UCLA Records
Florida,2014-11-01,Female,25-29,1236,NA,UCLA Records
Florida,2014-11-01,Female,30-34,1293,NA,UCLA Records
Florida,2014-11-01,Female,35-39,1054,NA,UCLA Records
Florida,2014-11-01,Female,40-44,875,NA,UCLA Records
Florida,2014-11-01,Female,45-49,769,NA,UCLA Records
Florida,2014-11-01,Female,50-54,682,NA,UCLA Records
Florida,2014-11-01,Female,55-59,366,NA,UCLA Records
Florida,2014-11-01,Female,60-64,176,NA,UCLA Records
Florida,2014-11-01,Female,65+,119,NA,UCLA Records
Florida,2014-11-01,Male,0-20,928,NA,UCLA Records
Florida,2014-11-01,Male,21-24,6909,NA,UCLA Records
Florida,2014-11-01,Male,25-29,13544,NA,UCLA Records
Florida,2014-11-01,Male,30-34,13537,NA,UCLA Records
Florida,2014-11-01,Male,35-39,12260,NA,UCLA Records
Florida,2014-11-01,Male,40-44,10598,NA,UCLA Records
Florida,2014-11-01,Male,45-49,9670,NA,UCLA Records
Florida,2014-11-01,Male,50-54,9084,NA,UCLA Records
Florida,2014-11-01,Male,55-59,6292,NA,UCLA Records
Florida,2014-11-01,Male,60-64,3462,NA,UCLA Records
Florida,2014-11-01,Male,65+,3108,NA,UCLA Records
Florida,2014-12-01,Female,0-20,39,NA,UCLA Records
Florida,2014-12-01,Female,21-24,438,NA,UCLA Records
Florida,2014-12-01,Female,25-29,1223,NA,UCLA Records
Florida,2014-12-01,Female,30-34,1289,NA,UCLA Records
Florida,2014-12-01,Female,35-39,1060,NA,UCLA Records
Florida,2014-12-01,Female,40-44,883,NA,UCLA Records
Florida,2014-12-01,Female,45-49,768,NA,UCLA Records
Florida,2014-12-01,Female,50-54,681,NA,UCLA Records
Florida,2014-12-01,Female,55-59,373,NA,UCLA Records
Florida,2014-12-01,Female,60-64,177,NA,UCLA Records
Florida,2014-12-01,Female,65+,120,NA,UCLA Records
Florida,2014-12-01,Male,0-20,912,NA,UCLA Records
Florida,2014-12-01,Male,21-24,6787,NA,UCLA Records
Florida,2014-12-01,Male,25-29,13487,NA,UCLA Records
Florida,2014-12-01,Male,30-34,13500,NA,UCLA Records
Florida,2014-12-01,Male,35-39,12298,NA,UCLA Records
Florida,2014-12-01,Male,40-44,10555,NA,UCLA Records
Florida,2014-12-01,Male,45-49,9682,NA,UCLA Records
Florida,2014-12-01,Male,50-54,9041,NA,UCLA Records
Florida,2014-12-01,Male,55-59,6333,NA,UCLA Records
Florida,2014-12-01,Male,60-64,3489,NA,UCLA Records
Florida,2014-12-01,Male,65+,3145,NA,UCLA Records
Florida,2015-01-01,Female,0-20,37,NA,UCLA Records
Florida,2015-01-01,Female,21-24,422,NA,UCLA Records
Florida,2015-01-01,Female,25-29,1219,NA,UCLA Records
Florida,2015-01-01,Female,30-34,1299,NA,UCLA Records
Florida,2015-01-01,Female,35-39,1052,NA,UCLA Records
Florida,2015-01-01,Female,40-44,869,NA,UCLA Records
Florida,2015-01-01,Female,45-49,760,NA,UCLA Records
Florida,2015-01-01,Female,50-54,683,NA,UCLA Records
Florida,2015-01-01,Female,55-59,368,NA,UCLA Records
Florida,2015-01-01,Female,60-64,177,NA,UCLA Records
Florida,2015-01-01,Female,65+,116,NA,UCLA Records
Florida,2015-01-01,Male,0-20,890,NA,UCLA Records
Florida,2015-01-01,Male,21-24,6690,NA,UCLA Records
Florida,2015-01-01,Male,25-29,13438,NA,UCLA Records
Florida,2015-01-01,Male,30-34,13493,NA,UCLA Records
Florida,2015-01-01,Male,35-39,12332,NA,UCLA Records
Florida,2015-01-01,Male,40-44,10483,NA,UCLA Records
Florida,2015-01-01,Male,45-49,9703,NA,UCLA Records
Florida,2015-01-01,Male,50-54,9011,NA,UCLA Records
Florida,2015-01-01,Male,55-59,6381,NA,UCLA Records
Florida,2015-01-01,Male,60-64,3501,NA,UCLA Records
Florida,2015-01-01,Male,65+,3159,NA,UCLA Records
Florida,2015-02-01,Female,0-20,41,NA,UCLA Records
Florida,2015-02-01,Female,21-24,422,NA,UCLA Records
Florida,2015-02-01,Female,25-29,1200,NA,UCLA Records
Florida,2015-02-01,Female,30-34,1311,NA,UCLA Records
Florida,2015-02-01,Female,35-39,1052,NA,UCLA Records
Florida,2015-02-01,Female,40-44,854,NA,UCLA Records
Florida,2015-02-01,Female,45-49,749,NA,UCLA Records
Florida,2015-02-01,Female,50-54,674,NA,UCLA Records
Florida,2015-02-01,Female,55-59,373,NA,UCLA Records
Florida,2015-02-01,Female,60-64,174,NA,UCLA Records
Florida,2015-02-01,Female,65+,120,NA,UCLA Records
Florida,2015-02-01,Male,0-20,882,NA,UCLA Records
Florida,2015-02-01,Male,21-24,6618,NA,UCLA Records
Florida,2015-02-01,Male,25-29,13323,NA,UCLA Records
Florida,2015-02-01,Male,30-34,13426,NA,UCLA Records
Florida,2015-02-01,Male,35-39,12308,NA,UCLA Records
Florida,2015-02-01,Male,40-44,10440,NA,UCLA Records
Florida,2015-02-01,Male,45-49,9668,NA,UCLA Records
Florida,2015-02-01,Male,50-54,8993,NA,UCLA Records
Florida,2015-02-01,Male,55-59,6404,NA,UCLA Records
Florida,2015-02-01,Male,60-64,3478,NA,UCLA Records
Florida,2015-02-01,Male,65+,3184,NA,UCLA Records
Florida,2015-03-01,Female,0-20,36,NA,UCLA Records
Florida,2015-03-01,Female,21-24,417,NA,UCLA Records
Florida,2015-03-01,Female,25-29,1195,NA,UCLA Records
Florida,2015-03-01,Female,30-34,1304,NA,UCLA Records
Florida,2015-03-01,Female,35-39,1053,NA,UCLA Records
Florida,2015-03-01,Female,40-44,840,NA,UCLA Records
Florida,2015-03-01,Female,45-49,748,NA,UCLA Records
