State,Date,Sex.Group,Age.Group,Number,Percent,Source
Florida,2018-08-01,Male,65+,4284,NA,UCLA Records
Florida,2018-09-01,Female,0-20,24,NA,UCLA Records
Florida,2018-09-01,Female,21-24,307,NA,UCLA Records
Florida,2018-09-01,Female,25-29,951,NA,UCLA Records
Florida,2018-09-01,Female,30-34,1269,NA,UCLA Records
Florida,2018-09-01,Female,35-39,1157,NA,UCLA Records
Florida,2018-09-01,Female,40-44,832,NA,UCLA Records
Florida,2018-09-01,Female,45-49,681,NA,UCLA Records
Florida,2018-09-01,Female,50-54,589,NA,UCLA Records
Florida,2018-09-01,Female,55-59,442,NA,UCLA Records
Florida,2018-09-01,Female,60-64,197,NA,UCLA Records
Florida,2018-09-01,Female,65+,163,NA,UCLA Records
Florida,2018-09-01,Male,0-20,785,NA,UCLA Records
Florida,2018-09-01,Male,21-24,4952,NA,UCLA Records
Florida,2018-09-01,Male,25-29,11747,NA,UCLA Records
Florida,2018-09-01,Male,30-34,13734,NA,UCLA Records
Florida,2018-09-01,Male,35-39,12980,NA,UCLA Records
Florida,2018-09-01,Male,40-44,10683,NA,UCLA Records
Florida,2018-09-01,Male,45-49,9312,NA,UCLA Records
Florida,2018-09-01,Male,50-54,8227,NA,UCLA Records
Florida,2018-09-01,Male,55-59,7170,NA,UCLA Records
Florida,2018-09-01,Male,60-64,4456,NA,UCLA Records
Florida,2018-09-01,Male,65+,4307,NA,UCLA Records
Florida,2018-10-01,Female,0-20,24,NA,UCLA Records
Florida,2018-10-01,Female,21-24,306,NA,UCLA Records
Florida,2018-10-01,Female,25-29,934,NA,UCLA Records
Florida,2018-10-01,Female,30-34,1249,NA,UCLA Records
Florida,2018-10-01,Female,35-39,1171,NA,UCLA Records
Florida,2018-10-01,Female,40-44,852,NA,UCLA Records
Florida,2018-10-01,Female,45-49,691,NA,UCLA Records
Florida,2018-10-01,Female,50-54,580,NA,UCLA Records
Florida,2018-10-01,Female,55-59,442,NA,UCLA Records
Florida,2018-10-01,Female,60-64,197,NA,UCLA Records
Florida,2018-10-01,Female,65+,162,NA,UCLA Records
Florida,2018-10-01,Male,0-20,781,NA,UCLA Records
Florida,2018-10-01,Male,21-24,4950,NA,UCLA Records
Florida,2018-10-01,Male,25-29,11666,NA,UCLA Records
Florida,2018-10-01,Male,30-34,13748,NA,UCLA Records
Florida,2018-10-01,Male,35-39,12993,NA,UCLA Records
Florida,2018-10-01,Male,40-44,10744,NA,UCLA Records
Florida,2018-10-01,Male,45-49,9276,NA,UCLA Records
Florida,2018-10-01,Male,50-54,8236,NA,UCLA Records
Florida,2018-10-01,Male,55-59,7202,NA,UCLA Records
Florida,2018-10-01,Male,60-64,4470,NA,UCLA Records
Florida,2018-10-01,Male,65+,4338,NA,UCLA Records
Florida,2018-11-01,Female,0-20,23,NA,UCLA Records
Florida,2018-11-01,Female,21-24,297,NA,UCLA Records
Florida,2018-11-01,Female,25-29,951,NA,UCLA Records
Florida,2018-11-01,Female,30-34,1255,NA,UCLA Records
Florida,2018-11-01,Female,35-39,1164,NA,UCLA Records
Florida,2018-11-01,Female,40-44,861,NA,UCLA Records
Florida,2018-11-01,Female,45-49,695,NA,UCLA Records
Florida,2018-11-01,Female,50-54,582,NA,UCLA Records
Florida,2018-11-01,Female,55-59,445,NA,UCLA Records
Florida,2018-11-01,Female,60-64,196,NA,UCLA Records
Florida,2018-11-01,Female,65+,155,NA,UCLA Records
Florida,2018-11-01,Male,0-20,750,NA,UCLA Records
Florida,2018-11-01,Male,21-24,4931,NA,UCLA Records
Florida,2018-11-01,Male,25-29,11542,NA,UCLA Records
Florida,2018-11-01,Male,30-34,13704,NA,UCLA Records
Florida,2018-11-01,Male,35-39,13002,NA,UCLA Records
Florida,2018-11-01,Male,40-44,10735,NA,UCLA Records
Florida,2018-11-01,Male,45-49,9251,NA,UCLA Records
Florida,2018-11-01,Male,50-54,8254,NA,UCLA Records
Florida,2018-11-01,Male,55-59,7160,NA,UCLA Records
Florida,2018-11-01,Male,60-64,4488,NA,UCLA Records
Florida,2018-11-01,Male,65+,4382,NA,UCLA Records
Florida,2018-12-01,Female,0-20,21,NA,UCLA Records
Florida,2018-12-01,Female,21-24,294,NA,UCLA Records
Florida,2018-12-01,Female,25-29,968,NA,UCLA Records
Florida,2018-12-01,Female,30-34,1256,NA,UCLA Records
Florida,2018-12-01,Female,35-39,1164,NA,UCLA Records
Florida,2018-12-01,Female,40-44,864,NA,UCLA Records
Florida,2018-12-01,Female,45-49,697,NA,UCLA Records
Florida,2018-12-01,Female,50-54,577,NA,UCLA Records
Florida,2018-12-01,Female,55-59,440,NA,UCLA Records
Florida,2018-12-01,Female,60-64,192,NA,UCLA Records
Florida,2018-12-01,Female,65+,151,NA,UCLA Records
Florida,2018-12-01,Male,0-20,740,NA,UCLA Records
Florida,2018-12-01,Male,21-24,4906,NA,UCLA Records
Florida,2018-12-01,Male,25-29,11538,NA,UCLA Records
Florida,2018-12-01,Male,30-34,13724,NA,UCLA Records
Florida,2018-12-01,Male,35-39,13017,NA,UCLA Records
Florida,2018-12-01,Male,40-44,10815,NA,UCLA Records
Florida,2018-12-01,Male,45-49,9272,NA,UCLA Records
Florida,2018-12-01,Male,50-54,8285,NA,UCLA Records
Florida,2018-12-01,Male,55-59,7157,NA,UCLA Records
Florida,2018-12-01,Male,60-64,4541,NA,UCLA Records
Florida,2018-12-01,Male,65+,4404,NA,UCLA Records
Florida,2019-01-01,Female,0-20,23,NA,UCLA Records
Florida,2019-01-01,Female,21-24,277,NA,UCLA Records
Florida,2019-01-01,Female,25-29,946,NA,UCLA Records
Florida,2019-01-01,Female,30-34,1227,NA,UCLA Records
Florida,2019-01-01,Female,35-39,1168,NA,UCLA Records
Florida,2019-01-01,Female,40-44,856,NA,UCLA Records
Florida,2019-01-01,Female,45-49,685,NA,UCLA Records
Florida,2019-01-01,Female,50-54,571,NA,UCLA Records
Florida,2019-01-01,Female,55-59,446,NA,UCLA Records
Florida,2019-01-01,Female,60-64,192,NA,UCLA Records
Florida,2019-01-01,Female,65+,154,NA,UCLA Records
Florida,2019-01-01,Male,0-20,721,NA,UCLA Records
Florida,2019-01-01,Male,21-24,4857,NA,UCLA Records
Florida,2019-01-01,Male,25-29,11377,NA,UCLA Records
Florida,2019-01-01,Male,30-34,13693,NA,UCLA Records
Florida,2019-01-01,Male,35-39,13035,NA,UCLA Records
Florida,2019-01-01,Male,40-44,10836,NA,UCLA Records
Florida,2019-01-01,Male,45-49,9273,NA,UCLA Records
Florida,2019-01-01,Male,50-54,8268,NA,UCLA Records
Florida,2019-01-01,Male,55-59,7152,NA,UCLA Records
Florida,2019-01-01,Male,60-64,4531,NA,UCLA Records
Florida,2019-01-01,Male,65+,4441,NA,UCLA Records
Florida,2019-02-01,Female,0-20,23,NA,UCLA Records
Florida,2019-02-01,Female,21-24,281,NA,UCLA Records
Florida,2019-02-01,Female,25-29,938,NA,UCLA Records
Florida,2019-02-01,Female,30-34,1228,NA,UCLA Records
Florida,2019-02-01,Female,35-39,1158,NA,UCLA Records
Florida,2019-02-01,Female,40-44,881,NA,UCLA Records
Florida,2019-02-01,Female,45-49,692,NA,UCLA Records
Florida,2019-02-01,Female,50-54,568,NA,UCLA Records
Florida,2019-02-01,Female,55-59,436,NA,UCLA Records
Florida,2019-02-01,Female,60-64,198,NA,UCLA Records
Florida,2019-02-01,Female,65+,158,NA,UCLA Records
Florida,2019-02-01,Male,0-20,705,NA,UCLA Records
Florida,2019-02-01,Male,21-24,4863,NA,UCLA Records
Florida,2019-02-01,Male,25-29,11369,NA,UCLA Records
Florida,2019-02-01,Male,30-34,13697,NA,UCLA Records
Florida,2019-02-01,Male,35-39,13056,NA,UCLA Records
Florida,2019-02-01,Male,40-44,10913,NA,UCLA Records
Florida,2019-02-01,Male,45-49,9280,NA,UCLA Records
Florida,2019-02-01,Male,50-54,8316,NA,UCLA Records
Florida,2019-02-01,Male,55-59,7150,NA,UCLA Records
Florida,2019-02-01,Male,60-64,4575,NA,UCLA Records
Florida,2019-02-01,Male,65+,4460,NA,UCLA Records
Florida,2019-03-01,Female,0-20,27,NA,UCLA Records
Florida,2019-03-01,Female,21-24,284,NA,UCLA Records
Florida,2019-03-01,Female,25-29,925,NA,UCLA Records
Florida,2019-03-01,Female,30-34,1219,NA,UCLA Records
Florida,2019-03-01,Female,35-39,1176,NA,UCLA Records
Florida,2019-03-01,Female,40-44,879,NA,UCLA Records
Florida,2019-03-01,Female,45-49,715,NA,UCLA Records
Florida,2019-03-01,Female,50-54,562,NA,UCLA Records
Florida,2019-03-01,Female,55-59,441,NA,UCLA Records
Florida,2019-03-01,Female,60-64,204,NA,UCLA Records
Florida,2019-03-01,Female,65+,158,NA,UCLA Records
Florida,2019-03-01,Male,0-20,696,NA,UCLA Records
Florida,2019-03-01,Male,21-24,4847,NA,UCLA Records
Florida,2019-03-01,Male,25-29,11301,NA,UCLA Records
Florida,2019-03-01,Male,30-34,13714,NA,UCLA Records
Florida,2019-03-01,Male,35-39,13111,NA,UCLA Records
Florida,2019-03-01,Male,40-44,10931,NA,UCLA Records
Florida,2019-03-01,Male,45-49,9276,NA,UCLA Records
Florida,2019-03-01,Male,50-54,8305,NA,UCLA Records
Florida,2019-03-01,Male,55-59,7189,NA,UCLA Records
Florida,2019-03-01,Male,60-64,4601,NA,UCLA Records
Florida,2019-03-01,Male,65+,4487,NA,UCLA Records
Florida,2019-04-01,Female,0-20,32,NA,UCLA Records
Florida,2019-04-01,Female,21-24,281,NA,UCLA Records
Florida,2019-04-01,Female,25-29,943,NA,UCLA Records
Florida,2019-04-01,Female,30-34,1218,NA,UCLA Records
Florida,2019-04-01,Female,35-39,1195,NA,UCLA Records
Florida,2019-04-01,Female,40-44,892,NA,UCLA Records
Florida,2019-04-01,Female,45-49,726,NA,UCLA Records
Florida,2019-04-01,Female,50-54,551,NA,UCLA Records
Florida,2019-04-01,Female,55-59,426,NA,UCLA Records
Florida,2019-04-01,Female,60-64,206,NA,UCLA Records
Florida,2019-04-01,Female,65+,162,NA,UCLA Records
Florida,2019-04-01,Male,0-20,699,NA,UCLA Records
Florida,2019-04-01,Male,21-24,4829,NA,UCLA Records
Florida,2019-04-01,Male,25-29,11251,NA,UCLA Records
Florida,2019-04-01,Male,30-34,13750,NA,UCLA Records
Florida,2019-04-01,Male,35-39,13155,NA,UCLA Records
Florida,2019-04-01,Male,40-44,11029,NA,UCLA Records
Florida,2019-04-01,Male,45-49,9298,NA,UCLA Records
Florida,2019-04-01,Male,50-54,8323,NA,UCLA Records
Florida,2019-04-01,Male,55-59,7198,NA,UCLA Records
Florida,2019-04-01,Male,60-64,4640,NA,UCLA Records
Florida,2019-04-01,Male,65+,4515,NA,UCLA Records
Florida,2019-05-01,Female,0-20,30,NA,UCLA Records
Florida,2019-05-01,Female,21-24,273,NA,UCLA Records
Florida,2019-05-01,Female,25-29,931,NA,UCLA Records
Florida,2019-05-01,Female,30-34,1224,NA,UCLA Records
Florida,2019-05-01,Female,35-39,1205,NA,UCLA Records
Florida,2019-05-01,Female,40-44,893,NA,UCLA Records
Florida,2019-05-01,Female,45-49,714,NA,UCLA Records
Florida,2019-05-01,Female,50-54,542,NA,UCLA Records
Florida,2019-05-01,Female,55-59,430,NA,UCLA Records
Florida,2019-05-01,Female,60-64,213,NA,UCLA Records
Florida,2019-05-01,Female,65+,162,NA,UCLA Records
Florida,2019-05-01,Male,0-20,717,NA,UCLA Records
Florida,2019-05-01,Male,21-24,4819,NA,UCLA Records
Florida,2019-05-01,Male,25-29,11198,NA,UCLA Records
Florida,2019-05-01,Male,30-34,13842,NA,UCLA Records
Florida,2019-05-01,Male,35-39,13178,NA,UCLA Records
Florida,2019-05-01,Male,40-44,11093,NA,UCLA Records
Florida,2019-05-01,Male,45-49,9323,NA,UCLA Records
Florida,2019-05-01,Male,50-54,8327,NA,UCLA Records
Florida,2019-05-01,Male,55-59,7187,NA,UCLA Records
Florida,2019-05-01,Male,60-64,4664,NA,UCLA Records
Florida,2019-05-01,Male,65+,4558,NA,UCLA Records
Florida,2019-06-01,Female,0-20,28,NA,UCLA Records
Florida,2019-06-01,Female,21-24,262,NA,UCLA Records
Florida,2019-06-01,Female,25-29,915,NA,UCLA Records
Florida,2019-06-01,Female,30-34,1224,NA,UCLA Records
Florida,2019-06-01,Female,35-39,1206,NA,UCLA Records
Florida,2019-06-01,Female,40-44,893,NA,UCLA Records
Florida,2019-06-01,Female,45-49,707,NA,UCLA Records
Florida,2019-06-01,Female,50-54,542,NA,UCLA Records
Florida,2019-06-01,Female,55-59,423,NA,UCLA Records
Florida,2019-06-01,Female,60-64,217,NA,UCLA Records
Florida,2019-06-01,Female,65+,164,NA,UCLA Records
Florida,2019-06-01,Male,0-20,729,NA,UCLA Records
Florida,2019-06-01,Male,21-24,4767,NA,UCLA Records
Florida,2019-06-01,Male,25-29,11127,NA,UCLA Records
Florida,2019-06-01,Male,30-34,13792,NA,UCLA Records
Florida,2019-06-01,Male,35-39,13223,NA,UCLA Records
Florida,2019-06-01,Male,40-44,11169,NA,UCLA Records
Florida,2019-06-01,Male,45-49,9273,NA,UCLA Records
Florida,2019-06-01,Male,50-54,8330,NA,UCLA Records
Florida,2019-06-01,Male,55-59,7185,NA,UCLA Records
Florida,2019-06-01,Male,60-64,4690,NA,UCLA Records
Florida,2019-06-01,Male,65+,4585,NA,UCLA Records
Florida,2019-07-01,Female,0-20,29,NA,UCLA Records
Florida,2019-07-01,Female,21-24,266,NA,UCLA Records
Florida,2019-07-01,Female,25-29,897,NA,UCLA Records
Florida,2019-07-01,Female,30-34,1218,NA,UCLA Records
Florida,2019-07-01,Female,35-39,1220,NA,UCLA Records
Florida,2019-07-01,Female,40-44,901,NA,UCLA Records
Florida,2019-07-01,Female,45-49,718,NA,UCLA Records
Florida,2019-07-01,Female,50-54,541,NA,UCLA Records
Florida,2019-07-01,Female,55-59,422,NA,UCLA Records
Florida,2019-07-01,Female,60-64,225,NA,UCLA Records
Florida,2019-07-01,Female,65+,166,NA,UCLA Records
Florida,2019-07-01,Male,0-20,737,NA,UCLA Records
Florida,2019-07-01,Male,21-24,4712,NA,UCLA Records
Florida,2019-07-01,Male,25-29,11062,NA,UCLA Records
Florida,2019-07-01,Male,30-34,13794,NA,UCLA Records
Florida,2019-07-01,Male,35-39,13266,NA,UCLA Records
Florida,2019-07-01,Male,40-44,11241,NA,UCLA Records
Florida,2019-07-01,Male,45-49,9275,NA,UCLA Records
Florida,2019-07-01,Male,50-54,8335,NA,UCLA Records
Florida,2019-07-01,Male,55-59,7174,NA,UCLA Records
Florida,2019-07-01,Male,60-64,4730,NA,UCLA Records
Florida,2019-07-01,Male,65+,4603,NA,UCLA Records
Florida,2019-08-01,Female,0-20,25,NA,UCLA Records
Florida,2019-08-01,Female,21-24,278,NA,UCLA Records
Florida,2019-08-01,Female,25-29,889,NA,UCLA Records
Florida,2019-08-01,Female,30-34,1230,NA,UCLA Records
Florida,2019-08-01,Female,35-39,1215,NA,UCLA Records
Florida,2019-08-01,Female,40-44,924,NA,UCLA Records
Florida,2019-08-01,Female,45-49,701,NA,UCLA Records
Florida,2019-08-01,Female,50-54,554,NA,UCLA Records
Florida,2019-08-01,Female,55-59,414,NA,UCLA Records
Florida,2019-08-01,Female,60-64,227,NA,UCLA Records
Florida,2019-08-01,Female,65+,168,NA,UCLA Records
Florida,2019-08-01,Male,0-20,728,NA,UCLA Records
Florida,2019-08-01,Male,21-24,4690,NA,UCLA Records
Florida,2019-08-01,Male,25-29,11004,NA,UCLA Records
Florida,2019-08-01,Male,30-34,13832,NA,UCLA Records
Florida,2019-08-01,Male,35-39,13265,NA,UCLA Records
Florida,2019-08-01,Male,40-44,11261,NA,UCLA Records
Florida,2019-08-01,Male,45-49,9259,NA,UCLA Records
Florida,2019-08-01,Male,50-54,8341,NA,UCLA Records
Florida,2019-08-01,Male,55-59,7175,NA,UCLA Records
Florida,2019-08-01,Male,60-64,4801,NA,UCLA Records
Florida,2019-08-01,Male,65+,4620,NA,UCLA Records
Florida,2019-09-01,Female,0-20,23,NA,UCLA Records
Florida,2019-09-01,Female,21-24,279,NA,UCLA Records
Florida,2019-09-01,Female,25-29,877,NA,UCLA Records
Florida,2019-09-01,Female,30-34,1217,NA,UCLA Records
Florida,2019-09-01,Female,35-39,1222,NA,UCLA Records
Florida,2019-09-01,Female,40-44,918,NA,UCLA Records
Florida,2019-09-01,Female,45-49,704,NA,UCLA Records
Florida,2019-09-01,Female,50-54,557,NA,UCLA Records
Florida,2019-09-01,Female,55-59,400,NA,UCLA Records
Florida,2019-09-01,Female,60-64,233,NA,UCLA Records
Florida,2019-09-01,Female,65+,170,NA,UCLA Records
Florida,2019-09-01,Male,0-20,706,NA,UCLA Records
Florida,2019-09-01,Male,21-24,4597,NA,UCLA Records
Florida,2019-09-01,Male,25-29,10869,NA,UCLA Records
Florida,2019-09-01,Male,30-34,13811,NA,UCLA Records
Florida,2019-09-01,Male,35-39,13184,NA,UCLA Records
Florida,2019-09-01,Male,40-44,11224,NA,UCLA Records
Florida,2019-09-01,Male,45-49,9204,NA,UCLA Records
Florida,2019-09-01,Male,50-54,8269,NA,UCLA Records
Florida,2019-09-01,Male,55-59,7214,NA,UCLA Records
Florida,2019-09-01,Male,60-64,4808,NA,UCLA Records
Florida,2019-09-01,Male,65+,4630,NA,UCLA Records
Florida,2019-10-01,Female,0-20,24,NA,UCLA Records
Florida,2019-10-01,Female,21-24,279,NA,UCLA Records
Florida,2019-10-01,Female,25-29,875,NA,UCLA Records
Florida,2019-10-01,Female,30-34,1224,NA,UCLA Records
Florida,2019-10-01,Female,35-39,1224,NA,UCLA Records
Florida,2019-10-01,Female,40-44,931,NA,UCLA Records
Florida,2019-10-01,Female,45-49,699,NA,UCLA Records
Florida,2019-10-01,Female,50-54,559,NA,UCLA Records
Florida,2019-10-01,Female,55-59,395,NA,UCLA Records
Florida,2019-10-01,Female,60-64,239,NA,UCLA Records
Florida,2019-10-01,Female,65+,172,NA,UCLA Records
Florida,2019-10-01,Male,0-20,705,NA,UCLA Records
Florida,2019-10-01,Male,21-24,4557,NA,UCLA Records
Florida,2019-10-01,Male,25-29,10793,NA,UCLA Records
Florida,2019-10-01,Male,30-34,13829,NA,UCLA Records
Florida,2019-10-01,Male,35-39,13173,NA,UCLA Records
Florida,2019-10-01,Male,40-44,11295,NA,UCLA Records
Florida,2019-10-01,Male,45-49,9220,NA,UCLA Records
Florida,2019-10-01,Male,50-54,8244,NA,UCLA Records
Florida,2019-10-01,Male,55-59,7231,NA,UCLA Records
Florida,2019-10-01,Male,60-64,4880,NA,UCLA Records
Florida,2019-10-01,Male,65+,4660,NA,UCLA Records
Florida,2019-11-01,Female,0-20,23,NA,UCLA Records
Florida,2019-11-01,Female,21-24,287,NA,UCLA Records
Florida,2019-11-01,Female,25-29,859,NA,UCLA Records
Florida,2019-11-01,Female,30-34,1210,NA,UCLA Records
Florida,2019-11-01,Female,35-39,1229,NA,UCLA Records
Florida,2019-11-01,Female,40-44,933,NA,UCLA Records
Florida,2019-11-01,Female,45-49,708,NA,UCLA Records
Florida,2019-11-01,Female,50-54,545,NA,UCLA Records
Florida,2019-11-01,Female,55-59,397,NA,UCLA Records
Florida,2019-11-01,Female,60-64,235,NA,UCLA Records
Florida,2019-11-01,Female,65+,173,NA,UCLA Records
Florida,2019-11-01,Male,0-20,691,NA,UCLA Records
Florida,2019-11-01,Male,21-24,4582,NA,UCLA Records
Florida,2019-11-01,Male,25-29,10703,NA,UCLA Records
Florida,2019-11-01,Male,30-34,13906,NA,UCLA Records
Florida,2019-11-01,Male,35-39,13182,NA,UCLA Records
Florida,2019-11-01,Male,40-44,11332,NA,UCLA Records
Florida,2019-11-01,Male,45-49,9195,NA,UCLA Records
Florida,2019-11-01,Male,50-54,8253,NA,UCLA Records
Florida,2019-11-01,Male,55-59,7259,NA,UCLA Records
Florida,2019-11-01,Male,60-64,4920,NA,UCLA Records
Florida,2019-11-01,Male,65+,4713,NA,UCLA Records
Florida,2019-12-01,Female,0-20,23,NA,UCLA Records
Florida,2019-12-01,Female,21-24,287,NA,UCLA Records
Florida,2019-12-01,Female,25-29,846,NA,UCLA Records
Florida,2019-12-01,Female,30-34,1202,NA,UCLA Records
Florida,2019-12-01,Female,35-39,1213,NA,UCLA Records
Florida,2019-12-01,Female,40-44,945,NA,UCLA Records
Florida,2019-12-01,Female,45-49,722,NA,UCLA Records
Florida,2019-12-01,Female,50-54,539,NA,UCLA Records
Florida,2019-12-01,Female,55-59,392,NA,UCLA Records
Florida,2019-12-01,Female,60-64,237,NA,UCLA Records
Florida,2019-12-01,Female,65+,173,NA,UCLA Records
Florida,2019-12-01,Male,0-20,685,NA,UCLA Records
Florida,2019-12-01,Male,21-24,4524,NA,UCLA Records
Florida,2019-12-01,Male,25-29,10584,NA,UCLA Records
Florida,2019-12-01,Male,30-34,13850,NA,UCLA Records
Florida,2019-12-01,Male,35-39,13087,NA,UCLA Records
Florida,2019-12-01,Male,40-44,11336,NA,UCLA Records
Florida,2019-12-01,Male,45-49,9180,NA,UCLA Records
Florida,2019-12-01,Male,50-54,8225,NA,UCLA Records
Florida,2019-12-01,Male,55-59,7243,NA,UCLA Records
Florida,2019-12-01,Male,60-64,4948,NA,UCLA Records
Florida,2019-12-01,Male,65+,4753,NA,UCLA Records
Florida,2020-01-01,Female,0-20,26,NA,UCLA Records
Florida,2020-01-01,Female,21-24,275,NA,UCLA Records
Florida,2020-01-01,Female,25-29,832,NA,UCLA Records
Florida,2020-01-01,Female,30-34,1207,NA,UCLA Records
Florida,2020-01-01,Female,35-39,1187,NA,UCLA Records
Florida,2020-01-01,Female,40-44,946,NA,UCLA Records
Florida,2020-01-01,Female,45-49,727,NA,UCLA Records
Florida,2020-01-01,Female,50-54,546,NA,UCLA Records
Florida,2020-01-01,Female,55-59,388,NA,UCLA Records
Florida,2020-01-01,Female,60-64,238,NA,UCLA Records
Florida,2020-01-01,Female,65+,175,NA,UCLA Records
Florida,2020-01-01,Male,0-20,672,NA,UCLA Records
Florida,2020-01-01,Male,21-24,4477,NA,UCLA Records
Florida,2020-01-01,Male,25-29,10434,NA,UCLA Records
Florida,2020-01-01,Male,30-34,13749,NA,UCLA Records
Florida,2020-01-01,Male,35-39,13044,NA,UCLA Records
Florida,2020-01-01,Male,40-44,11414,NA,UCLA Records
Florida,2020-01-01,Male,45-49,9074,NA,UCLA Records
Florida,2020-01-01,Male,50-54,8217,NA,UCLA Records
Florida,2020-01-01,Male,55-59,7215,NA,UCLA Records
Florida,2020-01-01,Male,60-64,4960,NA,UCLA Records
Florida,2020-01-01,Male,65+,4765,NA,UCLA Records
Florida,2020-02-01,Female,0-20,33,NA,UCLA Records
Florida,2020-02-01,Female,21-24,272,NA,UCLA Records
Florida,2020-02-01,Female,25-29,833,NA,UCLA Records
Florida,2020-02-01,Female,30-34,1203,NA,UCLA Records
Florida,2020-02-01,Female,35-39,1187,NA,UCLA Records
Florida,2020-02-01,Female,40-44,928,NA,UCLA Records
Florida,2020-02-01,Female,45-49,728,NA,UCLA Records
Florida,2020-02-01,Female,50-54,526,NA,UCLA Records
Florida,2020-02-01,Female,55-59,396,NA,UCLA Records
Florida,2020-02-01,Female,60-64,244,NA,UCLA Records
Florida,2020-02-01,Female,65+,175,NA,UCLA Records
Florida,2020-02-01,Male,0-20,670,NA,UCLA Records
Florida,2020-02-01,Male,21-24,4449,NA,UCLA Records
Florida,2020-02-01,Male,25-29,10351,NA,UCLA Records
Florida,2020-02-01,Male,30-34,13751,NA,UCLA Records
Florida,2020-02-01,Male,35-39,13004,NA,UCLA Records
Florida,2020-02-01,Male,40-44,11489,NA,UCLA Records
Florida,2020-02-01,Male,45-49,9059,NA,UCLA Records
Florida,2020-02-01,Male,50-54,8231,NA,UCLA Records
Florida,2020-02-01,Male,55-59,7218,NA,UCLA Records
Florida,2020-02-01,Male,60-64,5006,NA,UCLA Records
Florida,2020-02-01,Male,65+,4789,NA,UCLA Records
Florida,2020-03-01,Female,0-20,30,NA,UCLA Records
Florida,2020-03-01,Female,21-24,268,NA,UCLA Records
Florida,2020-03-01,Female,25-29,823,NA,UCLA Records
Florida,2020-03-01,Female,30-34,1216,NA,UCLA Records
Florida,2020-03-01,Female,35-39,1173,NA,UCLA Records
Florida,2020-03-01,Female,40-44,925,NA,UCLA Records
Florida,2020-03-01,Female,45-49,698,NA,UCLA Records
Florida,2020-03-01,Female,50-54,548,NA,UCLA Records
Florida,2020-03-01,Female,55-59,392,NA,UCLA Records
Florida,2020-03-01,Female,60-64,249,NA,UCLA Records
Florida,2020-03-01,Female,65+,174,NA,UCLA Records
Florida,2020-03-01,Male,0-20,667,NA,UCLA Records
Florida,2020-03-01,Male,21-24,4397,NA,UCLA Records
Florida,2020-03-01,Male,25-29,10331,NA,UCLA Records
Florida,2020-03-01,Male,30-34,13750,NA,UCLA Records
Florida,2020-03-01,Male,35-39,13021,NA,UCLA Records
Florida,2020-03-01,Male,40-44,11508,NA,UCLA Records
Florida,2020-03-01,Male,45-49,9065,NA,UCLA Records
Florida,2020-03-01,Male,50-54,8213,NA,UCLA Records
Florida,2020-03-01,Male,55-59,7230,NA,UCLA Records
Florida,2020-03-01,Male,60-64,5040,NA,UCLA Records
Florida,2020-03-01,Male,65+,4808,NA,UCLA Records
Florida,2020-04-01,Female,0-20,31,NA,UCLA Records
Florida,2020-04-01,Female,21-24,264,NA,UCLA Records
Florida,2020-04-01,Female,25-29,801,NA,UCLA Records
Florida,2020-04-01,Female,30-34,1199,NA,UCLA Records
Florida,2020-04-01,Female,35-39,1150,NA,UCLA Records
Florida,2020-04-01,Female,40-44,916,NA,UCLA Records
Florida,2020-04-01,Female,45-49,689,NA,UCLA Records
Florida,2020-04-01,Female,50-54,552,NA,UCLA Records
Florida,2020-04-01,Female,55-59,388,NA,UCLA Records
Florida,2020-04-01,Female,60-64,252,NA,UCLA Records
Florida,2020-04-01,Female,65+,172,NA,UCLA Records
Florida,2020-04-01,Male,0-20,646,NA,UCLA Records
Florida,2020-04-01,Male,21-24,4338,NA,UCLA Records
Florida,2020-04-01,Male,25-29,10194,NA,UCLA Records
Florida,2020-04-01,Male,30-34,13622,NA,UCLA Records
Florida,2020-04-01,Male,35-39,12887,NA,UCLA Records
Florida,2020-04-01,Male,40-44,11472,NA,UCLA Records
Florida,2020-04-01,Male,45-49,8974,NA,UCLA Records
Florida,2020-04-01,Male,50-54,8143,NA,UCLA Records
Florida,2020-04-01,Male,55-59,7231,NA,UCLA Records
Florida,2020-04-01,Male,60-64,5027,NA,UCLA Records
Florida,2020-04-01,Male,65+,4826,NA,UCLA Records
Florida,2020-05-01,Female,0-20,30,NA,UCLA Records
Florida,2020-05-01,Female,21-24,257,NA,UCLA Records
Florida,2020-05-01,Female,25-29,762,NA,UCLA Records
Florida,2020-05-01,Female,30-34,1171,NA,UCLA Records
Florida,2020-05-01,Female,35-39,1101,NA,UCLA Records
Florida,2020-05-01,Female,40-44,879,NA,UCLA Records
Florida,2020-05-01,Female,45-49,676,NA,UCLA Records
Florida,2020-05-01,Female,50-54,545,NA,UCLA Records
Florida,2020-05-01,Female,55-59,383,NA,UCLA Records
Florida,2020-05-01,Female,60-64,251,NA,UCLA Records
Florida,2020-05-01,Female,65+,172,NA,UCLA Records
Florida,2020-05-01,Male,0-20,604,NA,UCLA Records
Florida,2020-05-01,Male,21-24,4177,NA,UCLA Records
Florida,2020-05-01,Male,25-29,9868,NA,UCLA Records
Florida,2020-05-01,Male,30-34,13321,NA,UCLA Records
Florida,2020-05-01,Male,35-39,12696,NA,UCLA Records
Florida,2020-05-01,Male,40-44,11254,NA,UCLA Records
